book_title, index_list, word_list
77_the_house_of_the_seven_gables,[578],['Lane']
78_tarzan_of_the_apes,[922],['Fuwalda']
78_tarzan_of_the_apes,[1003],['Fuwalda']
78_tarzan_of_the_apes,[1723],['Ere']
805_this_side_of_paradise,[89, 90],['Bar', 'Harbor']
805_this_side_of_paradise,[531],['Coronado']
829_gullivers_travels_into_several_remote_nations_of_the_world,[247],['Leyden']
829_gullivers_travels_into_several_remote_nations_of_the_world,[273],['Leyden']
829_gullivers_travels_into_several_remote_nations_of_the_world,[602, 603],['Fetter', 'Lane']
829_gullivers_travels_into_several_remote_nations_of_the_world,[736, 737],['Van', 'Diemen']
829_gullivers_travels_into_several_remote_nations_of_the_world,[3228, 3229],['Peplom', 'selan']
876_life_in_the_ironmills_or_the_korl_woman,[1390],['Cornish']
876_life_in_the_ironmills_or_the_korl_woman,[1648],['Deb']
876_life_in_the_ironmills_or_the_korl_woman,[1682],['Dah']
876_life_in_the_ironmills_or_the_korl_woman,[1688],['Potts']
940_the_last_of_the_mohicans_a_narrative_of_1757,[1757, 1758],['William', 'Henry']
940_the_last_of_the_mohicans_a_narrative_of_1757,[1766, 1767],['Fort', 'Edward']
940_the_last_of_the_mohicans_a_narrative_of_1757,[2019, 2020],['William', 'Henry']
