book_title, index_list, word_list
Dracula,[517],['Attila']
Dracula,[1386, 1387],['Jonathan', 'Harker']
Dracula,[1750],['Herr']
Dracula,[2249],['Mina']
Dracula,[2376],['Bistritz']
Dracula,[2604],['Ordog']
Dracula,[3187],['Hospadars']
Dracula,[3483],['Cszeks']
Dracula,[4532],['Herr']
Dracula,[4741],['Herr']
Dracula,[4835],['Burger']
Dracula,[4838],['Lenore']
Dracula,[4843],['Denn']
Dracula,[4901],['Herr']
Dracula,[5100],['Herr']
Elantris,[5],['Arelon']
Elantris,[72],['Elantris']
Elantris,[136],['Kae']
Elantris,[329],['Kae']
Elantris,[700],['Elantris']
Elantris,[800],['Elantris']
Elantris,[882],['Elantris']
Elantris,[1047],['Shaod']
Elantris,[1172],['Elantris']
Elantris,[1537],['Korathi']
Elantris,[1555],['Elantris']
Elantris,[1771],['Elantris']
Elantris,[2928],['Kolo']
Elantris,[3014],['Arelon']
Elantris,[3072],['Fjordell']
Elantris,[3269],['Elantris']
Elantris,[3347, 3348],['Idos', 'Domi']
Elantris,[3617],['Kolo']
Elantris,[3732],['Galladon']
Elantris,[3868],['Kolo']
Elantris,[3980],['Kolo']
Elantris,[4168],['Dula']
Elantris,[4218],['Dula']
Elantris,[4293],['Dula']
Elantris,[4539],['Raoden']
Elantris,[4744],['Dula']
Elantris,[4917],['Dula']
Elantris,[4929],['Duladen']
Emma,[760, 761],['Mr.', 'Woodhouse']
Emma,[880],['Isabella']
Emma,[918],['Hartfield']
Emma,[998],['Emma']
Emma,[1117, 1118],['Miss', 'Taylor']
Emma,[1152, 1153],['Miss', 'Taylor']
Emma,[1227, 1228],['Miss', 'Taylor']
Emma,[1574],['Hannah']
Emma,[2338, 2339],['Mr.', 'Woodhouse']
Emma,[2469],['Emma']
Emma,[3239, 3240],['Mr.', 'Knightley']
Emma,[3495, 3496],['Mr.', 'Weston']
Emma,[3529],['Hartfield']
Emma,[3650, 3651],['Mr.', 'Elton']
Emma,[3753, 3754],['Mr.', 'Elton']
Emma,[3891],['Emma']
Emma,[4641, 4642],['Miss', 'Taylor']
Frankenstein,[576, 577],['Uncle', 'Thomas']
Frankenstein,[703],['Shakespeare']
Frankenstein,[1278],['Margaret']
Frankenstein,[1311],['R.']
Frankenstein,[1426],['Margaret']
Frankenstein,[1626],['Thomas']
Frankenstein,[2803],['Robert']
Frankenstein,[3038],['Margaret']
Frankenstein,[4658],['Margaret']
Frankenstein,[6496],['Beaufort']
Frankenstein,[6914],['Caroline']
Frankenstein,[8169],['Elizabeth']
Frankenstein,[8190],['Elizabeth']
GardensOfTheMoon,[779],['Rigga']
GardensOfTheMoon,[876],['Rigga']
GardensOfTheMoon,[947],['Rigga']
GardensOfTheMoon,[1006, 1007],['Itko', 'Kan']
GardensOfTheMoon,[1033],['Rigga']
GardensOfTheMoon,[1061],['Rigga']
GardensOfTheMoon,[1078],['Rigga']
GardensOfTheMoon,[1102],['Rigga']
GardensOfTheMoon,[1148],['Rigga']
GardensOfTheMoon,[1237],['Rigga']
GardensOfTheMoon,[1295],['Rigga']
GardensOfTheMoon,[1394],['Rigga']
GardensOfTheMoon,[1409],['Rigga']
GardensOfTheMoon,[1443],['Rigga']
GardensOfTheMoon,[1494],['Rigga']
GardensOfTheMoon,[1513],['Rigga']
GardensOfTheMoon,[1574],['Rigga']
GardensOfTheMoon,[2018],['Rigga']
GardensOfTheMoon,[2523],['Rigga']
GardensOfTheMoon,[2726],['Rigga']
GardensOfTheMoon,[3519],['Laseen']
GardensOfTheMoon,[3625],['Kan']
HarryPotter,[523],['Mr.']
HarryPotter,[1174],['Potter']
HarryPotter,[1191],['Potter']
HarryPotter,[1197],['Harry']
HarryPotter,[1214],['Harry']
HarryPotter,[1440, 1441],['Mr.', 'Dursley']
HarryPotter,[1653, 1654],['Next', 'Door']
HarryPotter,[1662],['Dudley']
HarryPotter,[2004, 2005],['Mrs.', 'Dursley']
HarryPotter,[2123],['Potter']
HarryPotter,[2391],['Petunia']
HarryPotter,[2406],['Petunia']
HarryPotter,[3072],['McGonagall']
HarryPotter,[3225],['Dumbledore']
HarryPotter,[3296],['Dumbledore']
HarryPotter,[3358],['Dumbledore']
HarryPotter,[3421],['McGonagall']
HarryPotter,[3552],['Voldemort']
HarryPotter,[3566],['McGonagall']
HarryPotter,[3611],['Dumbledore']
HarryPotter,[3821],['Voldemort']
HarryPotter,[3825],['Godric']
HarryPotter,[3934],['Potter']
HarryPotter,[3938],['Harry']
HarryPotter,[4049],['Harry']
HarryPotter,[4209],['Harry']
HarryPotter,[4428],['Harry']
HarryPotter,[4857],['Young']
HarryPotter,[4859],['Black']
HuckleberryFinn,[105],['Widow']
HuckleberryFinn,[226],['Douglas']
HuckleberryFinn,[659],['Moses']
HuckleberryFinn,[722, 723],['Miss', 'Watson']
HuckleberryFinn,[1677, 1678],['Tom', 'Sawyer']
HuckleberryFinn,[1954],['Jim']
HuckleberryFinn,[2155],['Jim']
HuckleberryFinn,[2282],['Jim']
HuckleberryFinn,[3058],['Tom']
HuckleberryFinn,[3558, 3559],['Miss', 'Watson']
JekyllAndHyde,[332, 333, 334],['Mr.', 'Richard', 'Enfield']
JekyllAndHyde,[1623],['Coutts']
JekyllAndHyde,[2848],['Richard']
Magician,[203],['Tsurani']
Magician,[232],['Uke']
Magician,[440],['Tsurani']
Magician,[622],['Laurie']
Magician,[1130],['Tsurani']
Magician,[1274],['Tsurani']
Magician,[2004],['Laurie']
Magician,[2305],['Laurie']
Magician,[2568],['Laurie']
Magician,[3114],['Laurie']
Magician,[3178],['Tsurani']
Magician,[3572],['Laurie']
Magician,[3669],['Tsurani']
Magician,[3866],['Laurie']
Magician,[4104],['Laurie']
Mistborn,[651],['Ulef']
Mistborn,[756],['Skaa']
Mistborn,[1568],['Camon']
Mistborn,[2211],['Vin']
Mistborn,[3681],['Laird']
Mistborn,[3822],['Terris']
MobyDick,[1073],['Narcissus']
MobyDick,[1277],['Cook']
MobyDick,[1553, 1554],['Van', 'Rensselaers']
MobyDick,[1695],['Gabriel']
MobyDick,[2223],['ISHMAEL']
MobyDick,[3639, 3640],['--', 'Spouter']
MobyDick,[3669],['Peter']
MobyDick,[3794],['Euroclydon']
MobyDick,[4997],['Blanco']
MobyDick,[7827],['Sartain']
MobyDick,[8453],['Sam']
OliverTwist,[149, 150],['Oliver', 'Twist']
OliverTwist,[534],['Lor']
OliverTwist,[573],['Lor']
OliverTwist,[1653, 1654],['Oliver', 'Twist']
OliverTwist,[2108, 2109],['Mrs.', 'Mann']
OliverTwist,[2198, 2199],['Mr.', 'Bumble']
OliverTwist,[2272],['Lor']
OliverTwist,[2625],['Beadles']
OliverTwist,[2861],['B']
OliverTwist,[2874],['Daffy']
OliverTwist,[2979, 2980],['Mrs.', 'Mann']
OliverTwist,[3023, 3024],['Mrs.', 'Mann']
OliverTwist,[3362],['Oliver']
OliverTwist,[3619, 3620],['Mr.', 'Bumble']
OliverTwist,[4384],['Oliver']
OliverTwist,[5713],['Oliver']
OliverTwist,[5728],['Oliver']
OliverTwist,[5903],['Oliver']
OliverTwist,[6081, 6082],['Oliver', 'Twist']
OliverTwist,[6094],['OLIVER']
OliverTwist,[7009, 7010],['Oliver', 'Twist']
OliverTwist,[7131, 7132],['Mr.', 'Gamfield']
OliverTwist,[7187, 7188],['Mr.', 'Gamfield']
OliverTwist,[7460, 7461],['Mr.', 'Limbkins']
OliverTwist,[7554, 7555],['Mr.', 'Limbkins']
PrideAndPrejudice,[97, 98],['Mrs.', 'Long']
PrideAndPrejudice,[219, 220],['Mr.', 'Morris']
PrideAndPrejudice,[443, 444],['Mr.', 'Bingley']
PrideAndPrejudice,[641, 642],['Mr.', 'Bingley']
PrideAndPrejudice,[688],['Lizzy']
PrideAndPrejudice,[701],['Lizzy']
PrideAndPrejudice,[722],['Jane']
PrideAndPrejudice,[772],['Lizzy']
PrideAndPrejudice,[1117, 1118],['Mr.', 'Bingley']
PrideAndPrejudice,[1123],['Lizzy']
PrideAndPrejudice,[1352],['Lizzy']
PrideAndPrejudice,[1436],['Bennet']
PrideAndPrejudice,[1664, 1665],['Mr.', 'Bingley']
PrideAndPrejudice,[1673, 1674],['Mr.', 'Bingley']
PrideAndPrejudice,[2048, 2049],['Mr.', 'Bennet']
PrideAndPrejudice,[2928, 2929],['Mrs.', 'Bennet']
PrideAndPrejudice,[3259],['Elizabeth']
PrideAndPrejudice,[3598, 3599],['Mr.', 'Bennet']
PrideAndPrejudice,[3700, 3701],['Miss', 'Lucas']
PrideAndPrejudice,[3741],['Jane']
PrideAndPrejudice,[3800],['Lizzy']
PrideAndPrejudice,[3805],['Boulanger']
PrideAndPrejudice,[3956, 3957],['Mr.', 'Darcy']
PrideAndPrejudice,[3972],['Lizzy']
PrideAndPrejudice,[4152],['Elizabeth']
PrinceOfThorns,[199, 200],['Bovid', 'Tor']
PrinceOfThorns,[512],['Little']
PrinceOfThorns,[530, 531],['``', 'Little']
PrinceOfThorns,[609],['Little']
PrinceOfThorns,[694],['Little']
PrinceOfThorns,[805],['Gemt']
PrinceOfThorns,[823],['Gemt']
PrinceOfThorns,[1145],['Gemt']
StormFront,[929],['Branson']
StormFront,[1472, 1473],['Mr.', 'Dresden']
StormFront,[1865, 1866, 1867, 1868],['Monica', 'Husband', '-', 'Missing']
StormFront,[2372],['Murph']
StormFront,[2530],['Murphy']
StormFront,[2546, 2547, 2548, 2549, 2550, 2551, 2552],['Ask', '-', 'Me', '-', 'No', '-', 'Questions']
TheBlackCompany,[98],['Teux']
TheBlackCompany,[258],['Beryl']
TheBlackCompany,[672],['Pokey']
TheBlackCompany,[788],['Beryl']
TheBlackCompany,[968],['Beryl']
TheBlackCompany,[1060],['Niam']
TheBlackCompany,[1219],['Whitey']
TheBlackCompany,[1326],['Beryl']
TheBlackCompany,[1572],['Beryl']
TheBlackCompany,[1876],['Beryl']
TheBlackCompany,[2215],['Beryl']
TheBlackCompany,[2538],['Beryl']
TheBlackCompany,[2843],['Beryl']
TheBladeItself,[197],['Reedy']
TheBladeItself,[537],['Shanka']
TheBladeItself,[1122],['Shanka']
TheCallOfTheWild,[987],['Manuel']
TheCallOfTheWild,[4182, 4183, 4184],['Queen', 'Charlotte', 'Sound']
TheColourOfMagic,[113],['Morpork']
TheColourOfMagic,[471],['Tis']
TheColourOfMagic,[1552],['Twoflower']
TheCountOfMonteCristo,[31],['Pharaon']
TheCountOfMonteCristo,[70],['Rion']
TheCountOfMonteCristo,[115],['Pharaon']
TheCountOfMonteCristo,[162],['Jaros']
TheCountOfMonteCristo,[278],['Pharaon']
TheCountOfMonteCristo,[360],['Pharaon']
TheCountOfMonteCristo,[500, 501],['M.', 'Morrel']
TheCountOfMonteCristo,[520, 521],['Civita', 'Vecchia']
TheCountOfMonteCristo,[813, 814],['El', 'Giglio']
TheCountOfMonteCristo,[1166],['Danglars']
TheCountOfMonteCristo,[1236],['Edmond']
TheCountOfMonteCristo,[1505],['Elba']
TheCountOfMonteCristo,[1832],['Elba']
TheCountOfMonteCristo,[1852],['Leclere']
TheCountOfMonteCristo,[2097],['Morrel']
TheCountOfMonteCristo,[2118],['Pardieu']
TheCountOfMonteCristo,[2215],['Elba']
TheCountOfMonteCristo,[3047],['Pharaon']
TheCountOfMonteCristo,[3400],['Pharaon']
TheCountOfMonteCristo,[3474],['Pharaon']
TheCountOfMonteCristo,[3833],['Pharaon']
TheFellowshipoftheRing,[464],['Bagginses']
TheFellowshipoftheRing,[628],['Bush']
TheFellowshipoftheRing,[694, 695],['Sam', 'Gamgee']
TheFellowshipoftheRing,[1000],['Mr.']
TheFellowshipoftheRing,[1042],['Baggins']
TheFellowshipoftheRing,[1120, 1121, 1122],['Miss', 'Primula', 'Brandybuck']
TheFellowshipoftheRing,[1201],['Master']
TheFellowshipoftheRing,[1249],['Mr.']
TheFellowshipoftheRing,[1310, 1311],['Sandy', 'man']
TheFellowshipoftheRing,[1327],['Sandyman']
TheFellowshipoftheRing,[1332],['Gaffer']
TheFellowshipoftheRing,[1380],['Mr.']
TheFellowshipoftheRing,[1668, 1669],['Mr.', 'Bilbo']
TheFellowshipoftheRing,[1800],['Sam']
TheFellowshipoftheRing,[1831, 1832],['Mr.', 'Bilbo']
TheFellowshipoftheRing,[2029],['Gaffer']
TheFellowshipoftheRing,[2068],['Mr.']
TheFellowshipoftheRing,[2664],['Bilbo']
TheFellowshipoftheRing,[3401, 3402],['Bilbo', 'Baggins']
TheFellowshipoftheRing,[4347],['Grubbs']
TheFellowshipoftheRing,[4351, 4352],['Bilbo', 'Baggins']
TheFellowshipoftheRing,[4381],['Hornblowers']
TheFellowshipoftheRing,[4799],['Bagginses']
TheFellowshipoftheRing,[4801],['Boffins']
TheFellowshipoftheRing,[4812],['Brandybucks']
TheFellowshipoftheRing,[4815],['Grubbs']
TheFellowshipoftheRing,[4824],['Hornblowers']
TheFellowshipoftheRing,[4827],['Bolgers']
TheFellowshipoftheRing,[5071],['Brandybucks']
TheFellowshipoftheRing,[5074],['Uncle']
TheFellowshipoftheRing,[5110],['Miss']
TheFellowshipoftheRing,[5390],['Jolly']
TheFellowshipoftheRing,[5808],['Boffin']
TheFellowshipoftheRing,[5814],['Grubb']
TheFellowshipoftheRing,[5820],['Bolger']
TheFellowshipoftheRing,[5824],['Brockhouse']
TheFellowshipoftheRing,[5828],['Hornblower']
TheFellowshipoftheRing,[5831],['Proudfoot']
TheFellowshipoftheRing,[5997],['Frodo']
TheFellowshipoftheRing,[6474],['Frodo']
TheFellowshipoftheRing,[7063],['Frodo']
TheFellowshipoftheRing,[7646],['Bilbo']
TheFellowshipoftheRing,[9643],['Bolgers']
TheFellowshipoftheRing,[9646],['Tooks']
TheFellowshipoftheRing,[9732, 9733, 9734],['Mr.', 'Bilbo', 'Baggins']
TheFellowshipoftheRing,[9807],['ADELARD']
TheFellowshipoftheRing,[9890, 9891],['MILO', 'BURROWS']
TheFellowshipoftheRing,[9900],['B.B.']
TheFellowshipoftheRing,[9917],['ANGELICA']
TheFellowshipoftheRing,[9922],['Uncle']
TheFellowshipoftheRing,[9935],['Baggins']
TheFellowshipoftheRing,[10215, 10216],['Bagshot', 'Row']
TheFellowshipoftheRing,[10223],['Gaffer']
TheFellowshipoftheRing,[10543],['Fobelia']
TheFellowshipoftheRing,[10823],['Frodo']
TheFellowshipoftheRing,[11041],['Bolger']
TheFellowshipoftheRing,[11402],['Bilbo']
TheFellowshipoftheRing,[11530],['Frodo']
TheFellowshipoftheRing,[12002],['Bilbo']
TheFellowshipoftheRing,[12044],['Otho']
TheFellowshipoftheRing,[12065],['Bilbo']
TheFellowshipoftheRing,[12173],['Frodo']
TheGunslinger,[745],['Joe']
TheGunslinger,[1377],['Silva']
TheGunslinger,[1385],['Jesus']
TheGunslinger,[1858],['Zoltan']
TheGunslinger,[1926],['Brown']
TheGunslinger,[2099],['Zoltan']
TheGunslinger,[2471],['Zoltan']
TheGunslinger,[2547],['Brown']
TheGunslinger,[2607],['Brown']
TheGunslinger,[2933],['Brown']
TheGunslinger,[3046],['Brown']
TheGunslinger,[3090],['Brown']
TheLiesOfLockeLamora,[110],['Camorri']
TheLiesOfLockeLamora,[444],['Locke']
TheLiesOfLockeLamora,[520],['Salvara']
TheLiesOfLockeLamora,[872],['Locke']
TheLiesOfLockeLamora,[968],['Camorr']
TheLiesOfLockeLamora,[1154, 1155],['Don', 'Salvara']
TheLiesOfLockeLamora,[1590],['Jean']
TheLiesOfLockeLamora,[1754, 1755, 1756],['Coin', '-', 'Kisser']
TheLiesOfLockeLamora,[1850, 1851, 1852],['Coin', '-', 'Kisser']
TheLiesOfLockeLamora,[2359],['Locke']
TheLiesOfLockeLamora,[3047],['Westwatch']
TheLiesOfLockeLamora,[3100],['Angevine']
TheLiesOfLockeLamora,[3888],['Camorr']
TheLiesOfLockeLamora,[3907],['Hill']
TheLiesOfLockeLamora,[3913],['Locke']
TheLiesOfLockeLamora,[3948],['Angevine']
TheLiesOfLockeLamora,[4321, 4322],['Capa', 'Barsavi']
TheLiesOfLockeLamora,[5908],['Angevine']
TheLiesOfLockeLamora,[6337],['Don']
TheNameOfTheWind,[365],['Jake']
TheNameOfTheWind,[484],['Jake']
TheNameOfTheWind,[1103],['Rannish']
TheNameOfTheWind,[1374],['Tehlu']
TheNameOfTheWind,[1398, 1399],['Jacob', 'Walker']
TheNameOfTheWind,[1923],['Baedn']
TheNameOfTheWind,[2001],['Nelly']
TheNameOfTheWind,[2041],['Carter']
TheNameOfTheWind,[2217],['Shep']
TheNameOfTheWind,[2798],['Kote']
TheNameOfTheWind,[3111],['Carter']
ThePaintedMan,[1421, 1422],['Herb', 'Gatherer']
ThePaintedMan,[1644],['Hill']
ThePaintedMan,[1771],['Fisher']
ThePaintedMan,[2315],['Jeph']
ThePaintedMan,[2377],['Arlen']
ThePaintedMan,[2498],['Jeph']
ThePaintedMan,[2584],['Marsh']
ThePaintedMan,[2646],['Marsh']
ThePaintedMan,[2824],['Coran']
ThePaintedMan,[2840],['Arlen']
ThePaintedMan,[2947],['Hog']
ThePaintedMan,[3242],['Arlen']
ThePaintedMan,[3761],['Ragen']
ThePaintedMan,[3940],['Arlen']
ThePaintedMan,[4365],['Ragen']
TheThreeMusketeers,[239, 240, 241],['Duc', 'de', 'Richelieu']
TheThreeMusketeers,[642],['Rosinante']
TheThreeMusketeers,[729],['Gascon']
TheThreeMusketeers,[907, 908],['the', 'Cardinal']
TheThreeMusketeers,[978],['Gascon']
TheThreeMusketeers,[1228, 1229, 1230],['Monsieur', 'de', 'Treville']
TheThreeMusketeers,[1733],['Meung']
TheThreeMusketeers,[3817, 3818, 3819],['Monsieur', 'de', 'Treville']
TheThreeMusketeers,[4008],['Gascon']
TheThreeMusketeers,[4641],['Norman']
TheThreeMusketeers,[4987],['Milady']
TheThreeMusketeers,[5198],['Coward']
TheThreeMusketeers,[6024],['M.']
TheThreeMusketeers,[6075, 6076],['Gray', 'Eminence']
TheThreeMusketeers,[6159],['Gascon']
TheThreeMusketeers,[6819],['Artagnan']
TheWayOfKings,[549],['Shardblades']
TheWayOfKings,[910],['Jezrien']
TheWayOfKings,[1598],['Alethkar']
TheWayOfKings,[1607],['Kholin']
TheWayOfKings,[1672],['Shash']
TheWayOfKings,[1709],['Truthless']
TheWayOfKings,[1983],['Parshendi']
TheWayOfKings,[2013],['Parshendi']
TheWayOfKings,[2018],['Alethi']
TheWayOfKings,[2046],['Parshendi']
TheWayOfKings,[2091],['Alethi']
TheWayOfKings,[2218],['Azish']
TheWayOfKings,[2272],['Musicspren']
TheWayOfKings,[2467],['Alethi']
TheWayOfKings,[2565],['Alethi']
TheWayOfKings,[2698],['Szeth']
TheWayOfShadows,[54, 55],['Terah', 'Graesin']
TheWayOfShadows,[204],['Terah']
TheWayOfShadows,[226],['Terah']
TheWayOfShadows,[487],['Ymmuri']
TheWayOfShadows,[498],['Terah']
TheWayOfShadows,[559],['Terah']
TheWayOfShadows,[629],['Logan']
TheWayOfShadows,[676],['Terah']
TheWayOfShadows,[1040],['Logan']
TheWayOfShadows,[1102],['Kylar']
TheWayOfShadows,[1159],['Khalidorans']
TheWayOfShadows,[1180, 1181],['Terah', 'Graesin']
TheWayOfShadows,[1183, 1184],['Logan', 'Gyre']
TheWayWeLiveNow,[319],['Shakespeare']
TheWayWeLiveNow,[332],['Julia']
TheWayWeLiveNow,[366],['Gibbon']
TheWayWeLiveNow,[381],['Joanna']
TheWayWeLiveNow,[421, 422],['Henry', 'VIII']
TheWayWeLiveNow,[438, 439],['Anne', 'Boleyne']
TheWayWeLiveNow,[456],['Catherine']
TheWayWeLiveNow,[479],['Dante']
TheWayWeLiveNow,[504],['Mary']
TheWayWeLiveNow,[791],['Nicholas']
TheWayWeLiveNow,[1822, 1823],['Lady', 'Carbury']
TheWayWeLiveNow,[2196, 2197, 2198],['DEAR', 'MR.', 'BOOKER']
TheWayWeLiveNow,[2205],['Leadham']
TheWayWeLiveNow,[2209],['Leadham']
TheWayWeLiveNow,[2222],['Leadham']
TheWayWeLiveNow,[2247, 2248],['Mr.', 'Broune']
TheWayWeLiveNow,[2377, 2378],['ALFRED', 'BOOKER']
TheWayWeLiveNow,[3477, 3478],['Mr.', 'Alf']
TheWayWeLiveNow,[3487, 3488],['Mr.', 'Alf']
TheWayWeLiveNow,[3495, 3496],['Mr.', 'Alf']
TheWayWeLiveNow,[3855, 3856],['Fitzgerald', 'Barker']
TheWayWeLiveNow,[4616, 4617],['Patrick', 'Carbury']
TheWayWeLiveNow,[5452],['Patrick']
TheWayWeLiveNow,[6131],['Henrietta']
TheWayWeLiveNow,[6935, 6936],['Lady', 'Carbury']
TheWayWeLiveNow,[7098, 7099],['Mr.', 'Broune']
TheWheelOfTime,[218, 219, 220],['al', "'", 'Thor']
TheWheelOfTime,[453],['Nettles']
TheWheelOfTime,[857, 858, 859],['al', "'", 'Thor']
TheWheelOfTime,[862],['Emond']
TheWheelOfTime,[927],['Gray']
TheWheelOfTime,[1034, 1035],['Bel', 'Tine']
TheWheelOfTime,[1473],['Bela']
TheWheelOfTime,[1944],['Emond']
TheWheelOfTime,[1997, 1998],['Mat', 'Cauthon']
TheWheelOfTime,[2035, 2036],['Deven', 'Ride']
TheWheelOfTime,[2063],['Westwood']
TheWheelOfTime,[2357],['Emond']
TheWheelOfTime,[2542],['Emond']
TheWheelOfTime,[2683],['Emond']
TheWheelOfTime,[3076, 3077],['Bel', 'Tine']
TheWheelOfTime,[3258, 3259],['Deven', 'Ride']
